add-none,2,100,400,371009,927,0
add-none,2,1000,4000,378479,94,195
add-none,2,10000,40000,778871,19,3064
add-none,2,100000,400000,4549474,11,8764
add-none,4,100,800,438878,548,0
add-none,4,1000,8000,435130,54,0
add-none,4,10000,80000,1513561,18,1867
add-none,4,100000,800000,10058273,12,-24968
add-none,8,100,1600,569150,355,0
add-none,8,1000,16000,548407,34,885
add-none,8,10000,160000,2377263,14,7264
add-none,8,100000,1600000,22273363,13,-19249
add-none,12,100,2400,659506,274,0
add-none,12,1000,24000,637075,26,1180
add-none,12,10000,240000,3491695,14,1535
add-none,12,100000,2400000,31373206,13,-14014
add-yield-none,2,10,40,404572,10114,0
add-yield-none,2,20,80,414242,5178,6
add-yield-none,2,40,160,423122,2644,35
add-yield-none,2,80,320,507328,1585,34
add-yield-none,2,100,400,552041,1380,34
add-yield-none,2,1000,4000,2143527,535,0
add-yield-none,2,10000,40000,18228288,455,0
add-yield-none,2,100000,400000,180680507,451,644
add-yield-none,4,10,80,395771,4947,4
add-yield-none,4,20,160,417612,2610,43
add-yield-none,4,40,320,506020,1581,30
add-yield-none,4,80,640,486619,760,75
add-yield-none,4,100,800,557606,697,59
add-yield-none,4,1000,8000,2263158,282,35
add-yield-none,4,10000,80000,19239521,240,0
add-yield-none,4,100000,800000,186378166,232,149
add-yield-none,8,10,160,562972,3518,9
add-yield-none,8,20,320,554383,1732,73
add-yield-none,8,40,640,554239,865,86
add-yield-none,8,80,1280,628897,491,120
add-yield-none,8,100,1600,675857,422,113
add-yield-none,8,1000,16000,2422364,151,109
add-yield-none,8,10000,160000,20014522,125,57
add-yield-none,8,100000,1600000,200605168,125,-1496
add-yield-none,12,10,240,626076,2608,15
add-yield-none,12,20,480,719846,1499,46
add-yield-none,12,40,960,617090,642,104
add-yield-none,12,80,1920,716834,373,94
add-yield-none,12,100,2400,790137,329,69
add-yield-none,12,1000,24000,2952243,123,179
add-yield-none,12,10000,240000,25484764,106,202
add-yield-none,12,100000,2400000,251375469,104,-7197
add-none,1,100,200,323340,1616,0
add-none,1,1000,2000,325575,162,0
add-none,1,10000,20000,442930,22,0
add-none,1,100000,200000,1664216,8,0
add-none,1,1000000,2000000,13702134,6,0
add-none,2,100,400,351739,879,0
add-none,2,1000,4000,350429,87,0
add-none,2,10000,40000,669096,16,33
add-none,2,100000,400000,3706138,9,-572
add-none,2,1000000,4000000,36439589,9,-98841
add-none,4,100,800,384156,480,0
add-none,4,1000,8000,425638,53,2395
add-none,4,10000,80000,1142793,14,2745
add-none,4,100000,800000,10160208,12,-22748
add-none,4,1000000,8000000,103682161,12,-522712
add-yield-m,2,10000,40000,49476752,1236,0
add-yield-m,4,10000,80000,128021975,1600,0
add-yield-m,8,10000,160000,274265320,1714,0
add-yield-m,12,10000,240000,423952415,1766,0
add-yield-s,2,1000,4000,3491981,872,0
add-yield-s,4,1000,8000,9762246,1220,0
add-yield-s,8,1000,16000,30864220,1929,0
add-yield-s,12,1000,24000,46625959,1942,0
add-yield-c,2,10000,40000,34911042,872,0
add-yield-c,4,10000,80000,75290465,941,0
add-yield-c,8,10000,160000,160197778,1001,0
add-yield-c,12,10000,240000,273632011,1140,0
add-none,1,10000,20000,496347,24,0
add-none,2,10000,40000,774912,19,4089
add-none,4,10000,80000,1326514,16,5046
add-none,8,10000,160000,2527381,15,-3375
add-none,12,10000,240000,3407223,14,579
add-m,1,10000,20000,975337,48,0
add-m,2,10000,40000,2865748,71,0
add-m,4,10000,80000,12992656,162,0
add-m,8,10000,160000,27266242,170,0
add-m,12,10000,240000,46242840,192,0
add-s,1,10000,20000,596776,29,0
add-s,2,10000,40000,3586908,89,0
add-s,4,10000,80000,11832653,147,0
add-s,8,10000,160000,47181669,294,0
add-s,12,10000,240000,102736622,428,0
add-c,1,10000,20000,728948,36,0
add-c,2,10000,40000,1922567,48,0
add-c,4,10000,80000,7331138,91,0
add-c,8,10000,160000,17101549,106,0
add-c,12,10000,240000,23921099,99,0
